frame_id,f_thumb,f_index,f_middle,d_ti,d_tm,d_im,area_tri,F,D,A_s,D_s,F_s,progress,drive
0,0.07454293966293335,0.4212469756603241,0.5981541872024536,4.584526538848877,5.373929023742676,1.0991679430007935,1.8925755023956299,0.33563753962516785,3.6858747005462646,0.9007749557495117,1.6953606605529785,0.17838957905769348,0.5534610748291016,0.0
1,0.06474585086107254,0.4033556282520294,0.6138619780540466,3.529547691345215,3.9956328868865967,0.8257157802581787,1.2745376825332642,0.3310636281967163,2.783632278442383,1.1270396709442139,2.066608428955078,0.2195115089416504,0.20046722888946533,-0.18954363465309143
2,0.02055375650525093,0.36910879611968994,0.6040906310081482,3.347073793411255,3.7753281593322754,0.9801769256591797,1.5549681186676025,0.3001813292503357,2.700859785079956,1.3223559856414795,2.405059576034546,0.26099711656570435,0.0,-0.16721618175506592
3,0.017197370529174805,0.34282970428466797,0.5737220644950867,3.303603172302246,3.769970417022705,1.0178968906402588,1.5833430290222168,0.28184449672698975,2.6971569061279297,1.5091661214828491,2.719021797180176,0.30766212940216064,0.0,-0.15491321682929993
4,0.030735183507204056,0.33482295274734497,0.5837082862854004,3.1848371028900146,3.5837881565093994,1.027579665184021,1.5838528871536255,0.2878534495830536,2.5987350940704346,1.3825230598449707,2.4673662185668945,0.3081887364387512,0.0,0.12631188333034515
5,0.011380155570805073,0.3492196202278137,0.6036046743392944,2.8644661903381348,3.2564730644226074,0.9865303635597229,1.3672137260437012,0.29039937257766724,2.3691565990448,1.318341612815857,2.3091213703155518,0.3128167390823364,0.0,0.07453443855047226
6,0.0864185243844986,0.3536549210548401,0.6199698448181152,2.561474323272705,2.982654333114624,1.0490813255310059,1.307671070098877,0.326654851436615,2.1977365016937256,1.1920075416564941,2.1341850757598877,0.3244451582431793,0.0,0.10650304704904556
7,0.07920768857002258,0.38283631205558777,0.642633855342865,2.223519802093506,2.615514039993286,0.9338220357894897,1.00607430934906,0.33932414650917053,1.9242854118347168,1.055637001991272,1.951167345046997,0.34070104360580444,0.0,0.11433029919862747
8,0.1000218316912651,0.4252479374408722,0.6529207229614258,1.832891583442688,2.26228928565979,0.9325752258300781,0.8252671360969543,0.36345934867858887,1.675918698310852,0.8293722867965698,1.579919457435608,0.2995791435241699,0.35299381613731384,0.1895436942577362
9,0.11634174734354019,0.4400481581687927,0.6767640709877014,1.6042096614837646,1.9696415662765503,0.8550692200660706,0.6706292629241943,0.3815803825855255,1.4763067960739136,0.634056031703949,1.2414684295654297,0.2580935060977936,0.6768724322319031,0.16721612215042114
10,0.1312873810529709,0.4529135227203369,0.6908224821090698,1.4949215650558472,1.889284372329712,0.8638885617256165,0.628750205039978,0.39563578367233276,1.4160314798355103,0.44724586606025696,0.9275060892105103,0.21142853796482086,1.0000014305114746,0.1549132764339447
