frame_id,f_thumb,f_index,f_middle,d_ti,d_tm,d_im,area_tri,F,D,A_s,D_s,F_s,progress,drive
0,0.060169804841279984,0.3142080307006836,0.5765205025672913,2.0822649002075195,2.5128886699676514,0.7930795550346375,0.7535966634750366,0.29128649830818176,1.7960777282714844,0.45050373673439026,1.023552417755127,0.1770646721124649,0.5552053451538086,0.0
1,0.09575263410806656,0.3262392580509186,0.5831891298294067,2.0765812397003174,2.5224034786224365,0.8100491166114807,0.7654505372047424,0.3111295700073242,1.8030112981796265,0.5667251348495483,1.2767599821090698,0.22188973426818848,0.22081726789474487,-0.10900332033634186
2,0.1020389199256897,0.3185637593269348,0.5929725170135498,2.116079807281494,2.4639317989349365,0.8043214678764343,0.8174645900726318,0.31427645683288574,1.794777512550354,0.6735870242118835,1.5235154628753662,0.2670004367828369,0.0,-0.10323818773031235
3,0.09718155115842819,0.33162298798561096,0.6146685481071472,2.0853497982025146,2.418328285217285,0.809321939945221,0.8170141577720642,0.32276010513305664,1.7710000276565552,0.7852482795715332,1.7730824947357178,0.3123493194580078,0.0,-0.10592994838953018
4,0.09335944056510925,0.31969937682151794,0.6017396450042725,2.075620412826538,2.4271490573883057,0.8145891427993774,0.8135496377944946,0.31377550959587097,1.7724528312683105,0.7831974625587463,1.7603678703308105,0.3157353401184082,0.0,0.005650520324707031
5,0.09696926176548004,0.3217073380947113,0.6015832424163818,2.0497398376464844,2.3730952739715576,0.7590296864509583,0.7480335235595703,0.3157748878002167,1.7272883653640747,0.7867779731750488,1.745841383934021,0.3169959485530853,0.0,0.003303924575448036
6,0.09011152386665344,0.3328476846218109,0.6051441431045532,2.0468897819519043,2.3976073265075684,0.7964116930961609,0.7816286087036133,0.3174421787261963,1.7469695806503296,0.7829025387763977,1.7232203483581543,0.31734293699264526,0.0,0.008440581150352955
7,0.10100223869085312,0.32021328806877136,0.5950782299041748,2.0170466899871826,2.342339038848877,0.7618382573127747,0.739240825176239,0.314988374710083,1.7070746421813965,0.7661890983581543,1.6885547637939453,0.3187113404273987,0.0,0.017495574429631233
8,0.09016546607017517,0.32573774456977844,0.6205551028251648,1.9791395664215088,2.305241584777832,0.8195977807044983,0.7905139923095703,0.3199540376663208,1.7013262510299683,0.7428197860717773,1.6377073526382446,0.32229459285736084,0.0,0.025676922872662544
9,0.07728011906147003,0.31280937790870667,0.6398345232009888,1.8995205163955688,2.1709513664245605,0.8388188481330872,0.7903367280960083,0.31670522689819336,1.636430263519287,0.7240711450576782,1.582964539527893,0.32783907651901245,0.17139370739459991,0.02558564767241478
10,0.1044793576002121,0.33324751257896423,0.6352430582046509,1.7446357011795044,2.029120445251465,0.8112664818763733,0.7000200748443604,0.33233892917633057,1.5283408164978027,0.7019704580307007,1.5244330167770386,0.33289939165115356,0.3554021716117859,0.027917826548218727
11,0.1259026676416397,0.3305235803127289,0.6311339735984802,1.623939871788025,1.8249826431274414,0.800640344619751,0.6499641537666321,0.33885836601257324,1.4165210723876953,0.683551549911499,1.4673126935958862,0.33976244926452637,0.5386289954185486,0.026562577113509178
12,0.12843406200408936,0.3413408398628235,0.6693679690361023,1.5634896755218506,1.6751275062561035,0.7936479449272156,0.6167930960655212,0.35458630323410034,1.3440884351730347,0.6620197296142578,1.4181745052337646,0.34617576003074646,0.7218853235244751,0.025278178974986076
13,0.133438378572464,0.33308130502700806,0.6652154326438904,1.4821826219558716,1.6831870079040527,0.8463788628578186,0.6269242763519287,0.3528643846511841,1.3372493982315063,0.636999785900116,1.370255708694458,0.354103684425354,0.9293500185012817,0.026761993765830994
14,0.15001502633094788,0.3453475832939148,0.6647319793701172,1.4243863821029663,1.6399697065353394,0.8573402762413025,0.6103085875511169,0.3630298972129822,1.307232141494751,0.6273294687271118,1.3410747051239014,0.35962456464767456,1.0402369499206543,0.014278693124651909
15,0.16150525212287903,0.3584694564342499,0.6423472762107849,1.4653064012527466,1.732951045036316,0.8738212585449219,0.6397907733917236,0.3648471236228943,1.357359528541565,0.6213650703430176,1.3248764276504517,0.3628288507461548,1.1051762104034424,0.00820652861148119
16,0.15949109196662903,0.3591022193431854,0.6689112782478333,1.3658303022384644,1.636324167251587,0.9008396863937378,0.6151970624923706,0.37220048904418945,1.3009980916976929,0.622127890586853,1.3225274085998535,0.36301425099372864,1.1061763763427734,0.00045519767445512116
17,0.15665332973003387,0.3583715260028839,0.669374942779541,1.4343761205673218,1.6555448770523071,0.8822997212409973,0.6323283910751343,0.3709852695465088,1.3240735530853271,0.6221506595611572,1.3206530809402466,0.3631323277950287,1.1089495420455933,0.0005886137951165438
