frame_id,f_thumb,f_index,f_middle,d_ti,d_tm,d_im,area_tri,F,D,A_s,D_s,F_s,progress,drive
0,0.03177347779273987,0.25082963705062866,0.4719945192337036,2.567549705505371,3.2134854793548584,0.7504105567932129,0.547340452671051,0.22955664992332458,2.1771485805511475,0.4109249413013458,1.2649555206298828,0.1345517486333847,0.0,0.0
1,0.053557850420475006,0.24021095037460327,0.4614272117614746,2.6415019035339355,3.244584798812866,0.7464221715927124,0.641972005367279,0.23191459476947784,2.210836172103882,0.533623456954956,1.5801135301589966,0.16702041029930115,0.0,-0.1338862180709839
2,0.03344852104783058,0.25794458389282227,0.4888753592967987,2.6583197116851807,3.2760987281799316,0.8367180824279785,0.8288504481315613,0.23742538690567017,2.2570455074310303,0.641701877117157,1.8722188472747803,0.20132099092006683,0.0,-0.12057279050350189
3,0.03902212530374527,0.27019017934799194,0.48766544461250305,2.5419557094573975,3.19575572013855,0.8912620544433594,0.8583115339279175,0.24296554923057556,2.209657907485962,0.7544729709625244,2.171006202697754,0.23406951129436493,0.0,-0.1249200850725174
4,0.024071132764220238,0.24705207347869873,0.47845524549484253,2.5989248752593994,3.182185411453247,0.8372089266777039,0.8588897585868835,0.2272806614637375,2.206106424331665,0.800763726234436,2.156026840209961,0.23589187860488892,0.0,-0.013475783169269562
5,0.021837972104549408,0.27515673637390137,0.49607276916503906,2.443934202194214,2.9377245903015137,0.7525523900985718,0.7565486431121826,0.2401040494441986,2.0447371006011963,0.8429784178733826,2.1353766918182373,0.2370184361934662,0.0,-0.010352864861488342
6,0.020533688366413116,0.26172834634780884,0.475025475025177,2.477539539337158,3.0091164112091064,0.7878784537315369,0.7893979549407959,0.22923962771892548,2.0915114879608154,0.870421826839447,2.1067607402801514,0.23730406165122986,0.0,-0.002306890208274126
7,0.052340615540742874,0.2479579895734787,0.4899652600288391,2.454073667526245,2.9455106258392334,0.8172929286956787,0.871375560760498,0.2423132359981537,2.0722923278808594,0.8890479803085327,2.076056957244873,0.23796188831329346,0.0,0.0019580216612666845
8,0.05632250756025314,0.2250460684299469,0.49919188022613525,2.446516752243042,2.9067370891571045,0.845603346824646,0.9374745488166809,0.23980039358139038,2.0662858486175537,0.8942493796348572,2.0364272594451904,0.24152226746082306,0.0,0.01087646372616291
9,0.055622585117816925,0.2052576094865799,0.5186618566513062,2.455205202102661,2.842700719833374,0.8722949624061584,1.0209544897079468,0.23942488431930542,2.0567336082458496,0.9055798053741455,2.00957989692688,0.24259483814239502,0.0,0.003843809710815549
