frame_id,f_thumb,f_index,f_middle,d_ti,d_tm,d_im,area_tri,F,D,A_s,D_s,F_s,progress,drive
0,0.08379431813955307,0.22756867110729218,0.47080010175704956,2.6512486934661865,2.9742214679718018,0.5798456072807312,0.673656702041626,0.24302835762500763,2.0684385299682617,0.3713131546974182,1.1171905994415283,0.135560542345047,0.0,0.0
1,0.054181016981601715,0.2405555099248886,0.46061915159225464,2.533712148666382,2.8300464153289795,0.5396783947944641,0.6017508506774902,0.23202481865882874,1.967812418937683,0.47951218485832214,1.3855760097503662,0.17246228456497192,0.0,-0.11272472143173218
2,0.04562963545322418,0.24958528578281403,0.5014543533325195,2.466765880584717,2.6690661907196045,0.522429883480072,0.6152381896972656,0.24356375634670258,1.8860872983932495,0.5758565664291382,1.6460455656051636,0.2063431441783905,0.0,-0.10651436448097229
3,0.021127790212631226,0.23098406195640564,0.5085349678993225,2.4752657413482666,2.6376383304595947,0.5810819864273071,0.7085462808609009,0.23030683398246765,1.8979953527450562,0.6947255730628967,1.917022943496704,0.24205121397972107,0.0,-0.11812839657068253
4,0.06939442455768585,0.24485208094120026,0.523662805557251,2.4183990955352783,2.5849688053131104,0.6327261924743652,0.7573931217193604,0.2583122253417969,1.8786979913711548,0.710325300693512,1.892320156097412,0.2406768798828125,0.0,0.000758645124733448
5,0.03829467296600342,0.2156163454055786,0.5238770842552185,2.3976330757141113,2.507767677307129,0.5644592046737671,0.6744107007980347,0.2371658980846405,1.8232866525650024,0.734943151473999,1.8745224475860596,0.24218930304050446,0.0,-0.004054101184010506
6,0.06204143166542053,0.22579264640808105,0.5246739387512207,2.4237594604492188,2.577491521835327,0.6892741322517395,0.8320828676223755,0.24995654821395874,1.8968418836593628,0.7567386627197266,1.8691664934158325,0.2427612990140915,0.0,-0.006939819548279047
7,0.04569616913795471,0.2028721272945404,0.5142263770103455,2.4292166233062744,2.6057591438293457,0.651580274105072,0.7828551530838013,0.23340803384780884,1.8955187797546387,0.7806081175804138,1.8602606058120728,0.24483805894851685,0.0,-0.006252988241612911
8,0.042582474648952484,0.21090421080589294,0.5410245656967163,2.360869884490967,2.510126829147339,0.6586871147155762,0.7740755081176758,0.24261164665222168,1.8432278633117676,0.7941598296165466,1.8509546518325806,0.24241484701633453,0.0,-0.003355862107127905
9,0.048947542905807495,0.21833305060863495,0.5416296720504761,2.3796439170837402,2.5185108184814453,0.6476339101791382,0.7678065299987793,0.24756783246994019,1.848596215248108,0.8110445737838745,1.8406567573547363,0.24422279000282288,0.0,-0.0031221462413668633
10,0.038244932889938354,0.21789143979549408,0.5472627282142639,2.287045955657959,2.4529595375061035,0.7669574618339539,0.8756325244903564,0.2448442280292511,1.8356542587280273,0.8070222735404968,1.811702013015747,0.24504335224628448,0.0,0.010541512630879879
11,0.04971928521990776,0.2064378559589386,0.5317684412002563,2.2679293155670166,2.4204494953155518,0.7522900700569153,0.8522554039955139,0.24134960770606995,1.8135563135147095,0.795082688331604,1.7617769241333008,0.24906378984451294,0.0,0.02095949277281761
12,0.0634537935256958,0.21412771940231323,0.5340056419372559,2.1840553283691406,2.342458963394165,0.7270887494087219,0.7926034927368164,0.24982154369354248,1.7512010335922241,0.7878596186637878,1.7177852392196655,0.25221842527389526,0.0,0.017033124342560768
13,0.07254919409751892,0.2161877155303955,0.5394148230552673,2.072535514831543,2.233832359313965,0.776110053062439,0.8039270639419556,0.2557004392147064,1.6941593885421753,0.7715750932693481,1.657898187637329,0.2571704387664795,0.0,0.025965530425310135
14,0.07894981652498245,0.21800579130649567,0.5485653281211853,1.9084419012069702,1.9949491024017334,0.7347382307052612,0.6992784738540649,0.26155126094818115,1.546043038368225,0.729640781879425,1.5893971920013428,0.2641802132129669,0.0,0.03942696005105972
15,0.07540114223957062,0.22450748085975647,0.5572710037231445,1.8843191862106323,1.9478485584259033,0.77369225025177,0.723514199256897,0.2646940350532532,1.535286545753479,0.6899269223213196,1.522242784500122,0.2703695297241211,0.24198009073734283,0.03788866475224495
16,0.10370893031358719,0.24050281941890717,0.5619913935661316,1.7039531469345093,1.814473032951355,0.769731879234314,0.6538145542144775,0.282231867313385,1.429386019706726,0.655602216720581,1.4594800472259521,0.27575749158859253,0.45651403069496155,0.034175094217061996
17,0.11242896318435669,0.2629491090774536,0.5668542981147766,1.6117079257965088,1.7335151433944702,0.7232187986373901,0.5820920467376709,0.2939126193523407,1.356147289276123,0.617944598197937,1.4014638662338257,0.2816072404384613,0.6798937320709229,0.03422282636165619
18,0.09937328845262527,0.25512248277664185,0.561295747756958,1.5738013982772827,1.7268006801605225,0.7298250198364258,0.5742582082748413,0.2846747934818268,1.3434756994247437,0.5907958745956421,1.3621271848678589,0.28480541706085205,0.8236362934112549,0.023619946092367172
19,0.09548954665660858,0.26419931650161743,0.566939115524292,1.5248806476593018,1.686277985572815,0.7244279980659485,0.552330732345581,0.2875373363494873,1.3118622303009033,0.5662977695465088,1.329788327217102,0.28713229298591614,0.9420206546783447,0.020198963582515717
20,0.1061636209487915,0.27012211084365845,0.5771550536155701,1.4899533987045288,1.648836612701416,0.7253474593162537,0.5403234958648682,0.2966485917568207,1.288045883178711,0.5534896850585938,1.3133600950241089,0.28727367520332336,0.9878608584403992,0.010094117373228073
21,0.07685258984565735,0.26687413454055786,0.5771178603172302,1.4924649000167847,1.6371698379516602,0.6824253797531128,0.5092378258705139,0.2839386463165283,1.2706867456436157,0.5491979122161865,1.3055752515792847,0.28560739755630493,0.980749785900116,0.003552278969436884
22,0.07574419677257538,0.2668113112449646,0.5688033103942871,1.5359327793121338,1.6714903116226196,0.7193202376365662,0.5520273447036743,0.2809820771217346,1.3089145421981812,0.5396435260772705,1.2965614795684814,0.28551560640335083,1.0087718963623047,0.0064983488991856575
23,0.08162463456392288,0.2674866318702698,0.5677527189254761,1.53404700756073,1.6729300022125244,0.7361888885498047,0.5641577243804932,0.28322166204452515,1.314388632774353,0.5354266166687012,1.292185664176941,0.285126268863678,1.0164974927902222,0.002882707165554166
24,0.07756422460079193,0.2665446698665619,0.5708649754524231,1.5292164087295532,1.652470350265503,0.7232723236083984,0.5520498752593994,0.2822485864162445,1.3016530275344849,0.537395715713501,1.2948485612869263,0.28365829586982727,0.988375186920166,-0.0020269006490707397
25,0.07977447658777237,0.2676904499530792,0.5727173686027527,1.5392124652862549,1.6416876316070557,0.6602354645729065,0.5073773264884949,0.2840321660041809,1.2803784608840942,0.5397332906723022,1.2963215112686157,0.28490447998046875,0.9999824166297913,-0.0010030597914010286
26,0.0858825296163559,0.26386475563049316,0.5709988474845886,1.5136134624481201,1.6387170553207397,0.6913653016090393,0.5228121876716614,0.2848120927810669,1.2812318801879883,0.5388402938842773,1.2938929796218872,0.2866459786891937,1.0295575857162476,0.0016082078218460083
27,0.08241613954305649,0.2690682113170624,0.5756195187568665,1.5261335372924805,1.6673269271850586,0.7265973091125488,0.5541075468063354,0.2863727807998657,1.3066859245300293,0.4582463502883911,1.1061232089996338,0.24618573486804962,0.8058507442474365,0.07643043249845505
28,0.09406556189060211,0.2668907940387726,0.5832278728485107,1.513782262802124,1.6339190006256104,0.6952911019325256,0.5256010890007019,0.2926618456840515,1.280997395515442,0.37938207387924194,0.9201726913452148,0.20586451888084412,0.578650951385498,0.07523449510335922
29,0.09197510033845901,0.2710634171962738,0.5835452079772949,1.501345157623291,1.6469695568084717,0.7274305820465088,0.5457761883735657,0.2931726276874542,1.2919150590896606,0.3068995773792267,0.7372615337371826,0.16528847813606262,0.33120977878570557,0.0716935396194458
